cluster_id	length	description	n_members	member_uniprot_accs
UniRef50_A0A9P6G015	142	Uncharacterized protein (Fragment) n=1 Tax=Lunasporangiospora selenospora TaxID=979761 RepID=A0A9P6G015_9FUNG	1	A0A9P6G015
UniRef50_A0A9P6HRF0	332	Lysozyme-like protein n=3 Tax=Agaricomycetes incertae sedis TaxID=355688 RepID=A0A9P6HRF0_9AGAM	2	A0A9P6HRF0,S7QBP8
UniRef50_A0A9P6J6M3	204	Lysozyme n=1 Tax=Mortierella alpina TaxID=64518 RepID=A0A9P6J6M3_MORAP	1	A0A9P6J6M3
UniRef50_A0A9P6KA19	113	TtsA-like Glycoside hydrolase family 108 domain-containing protein (Fragment) n=1 Tax=Lunasporangiospora selenospora TaxID=979761 RepID=A0A9P6KA19_9FUNG	1	A0A9P6KA19
UniRef50_A0A9P6L005	250	Endochitinase EP3 (Fragment) n=2 Tax=Opisthokonta TaxID=33154 RepID=A0A9P6L005_9MICR	1	A0A9P6L005
UniRef50_A0A9P6Q965	184	Lysozyme n=1 Tax=Actinomortierella ambigua TaxID=1343610 RepID=A0A9P6Q965_9FUNG	1	A0A9P6Q965
UniRef50_A0A9P6QQS3	118	Lysozyme n=1 Tax=Linnemannia gamsii TaxID=64522 RepID=A0A9P6QQS3_9FUNG	1	A0A9P6QQS3
UniRef50_A0A9P6RPY4	383	Uncharacterized protein n=1 Tax=Linnemannia gamsii TaxID=64522 RepID=A0A9P6RPY4_9FUNG	1	A0A9P6RPY4
UniRef50_A0A9P6T5T3	521	Transglycosylase SLT domain-containing protein n=1 Tax=Cronartium quercuum f. sp. fusiforme G11 TaxID=708437 RepID=A0A9P6T5T3_9BASI	1	A0A9P6T5T3
UniRef50_A0A9P6UDP7	169	Uncharacterized protein n=1 Tax=Linnemannia gamsii TaxID=64522 RepID=A0A9P6UDP7_9FUNG	1	A0A9P6UDP7
UniRef50_A0A9P6VNA8	240	Transglycosylase SLT domain-containing protein n=1 Tax=Hyphodiscus hymeniophilus TaxID=353542 RepID=A0A9P6VNA8_9HELO	1	A0A9P6VNA8
UniRef50_A0A9P6W6T0	343	Transglycosylase SLT domain-containing protein n=3 Tax=Rhodotorula TaxID=5533 RepID=A0A9P6W6T0_RHOMI	2	A0A2S5BAA3,A0A9P6W6T0
UniRef50_A0A9P6WSX5	108	Transglycosylase SLT domain-containing protein n=1 Tax=Rhizopus oryzae TaxID=64495 RepID=A0A9P6WSX5_RHIOR	1	A0A9P6WSX5
UniRef50_A0A9P6WVR5	262	peptidoglycan glycosyltransferase n=1 Tax=Rhizopus oryzae TaxID=64495 RepID=A0A9P6WVR5_RHIOR	1	A0A9P6WVR5
UniRef50_A0A9P6XT87	156	Transglycosylase SLT domain-containing protein n=1 Tax=Rhizopus delemar TaxID=936053 RepID=A0A9P6XT87_9FUNG	1	A0A9P6XT87
UniRef50_A0A9P6Y3C8	209	peptidoglycan glycosyltransferase n=1 Tax=Rhizopus delemar TaxID=936053 RepID=A0A9P6Y3C8_9FUNG	1	A0A9P6Y3C8
UniRef50_A0A9P7B892	420	Transglycosylase SLT domain-containing protein n=3 Tax=Rhodotorula TaxID=5533 RepID=A0A9P7B892_RHOMI	2	A0A2S5BIP2,A0A9P7B892
UniRef50_A0A9P7BIT3	114	Transglycosylase SLT domain-containing protein n=1 Tax=Rhizopus oryzae TaxID=64495 RepID=A0A9P7BIT3_RHIOR	1	A0A9P7BIT3
UniRef50_A0A9P7BR08	280	Chitosanase n=4 Tax=Mucorineae TaxID=1344963 RepID=A0A9P7BR08_RHIOR	1	A0A9P7BR08
UniRef50_A0A9P7C480	524	NADP-dependent oxidoreductase domain-containing protein n=2 Tax=Rhizopus TaxID=4842 RepID=A0A9P7C480_RHIOR	2	A0A9P7CCK4,A0A9P7C480
UniRef50_A0A9P7E0Q2	125	Glycoside hydrolase family 23 protein n=2 Tax=Agaricomycetidae TaxID=452333 RepID=A0A9P7E0Q2_9AGAM	2	A0AA38QAW1,A0A9P7E0Q2
UniRef50_A0A9P7FYB2	302	Lysozyme n=4 Tax=Lyophyllaceae TaxID=930979 RepID=A0A9P7FYB2_9AGAR	4	A0A9P7FYB2,A0A9P3PZQ3,A0A9P3PYY1,A0A9P3PZU4
UniRef50_A0A9P7KE34	284	Lysozyme n=1 Tax=Asterophora parasitica TaxID=117018 RepID=A0A9P7KE34_9AGAR	1	A0A9P7KE34
UniRef50_A0A9P7V1X6	336	Transglycosylase SLT domain-containing protein n=9 Tax=Agaricales TaxID=5338 RepID=A0A9P7V1X6_9AGAR	9	A0A4S8M072,A0A0W0F0F7,A0ABR3FM42,A0ABR3FLM0,A0A8H5GTP3,A0A9P7V1X6,A0AAW0DQU2,A0ABR3A5H1,V2XVK3
UniRef50_A0A9P7Y7P1	237	Muramidase n=1 Tax=Amylocarpus encephaloides TaxID=45428 RepID=A0A9P7Y7P1_9HELO	1	A0A9P7Y7P1
UniRef50_A0A9P7YKX9	141	Lysozyme-like domain-containing protein n=1 Tax=Amylocarpus encephaloides TaxID=45428 RepID=A0A9P7YKX9_9HELO	1	A0A9P7YKX9
UniRef50_A0A9P7Z3F0	329	Transglycosylase SLT domain-containing protein n=1 Tax=Calycina marina TaxID=1763456 RepID=A0A9P7Z3F0_9HELO	1	A0A9P7Z3F0
UniRef50_A0A9P7Z5Y2	415	Uncharacterized protein n=1 Tax=Calycina marina TaxID=1763456 RepID=A0A9P7Z5Y2_9HELO	1	A0A9P7Z5Y2
UniRef50_A0A9P8BS67	82	Uncharacterized protein n=1 Tax=Linnemannia hyalina TaxID=64524 RepID=A0A9P8BS67_9FUNG	1	A0A9P8BS67
UniRef50_A0A9P8C819	234	Muramidase n=1 Tax=Amylocarpus encephaloides TaxID=45428 RepID=A0A9P8C819_9HELO	1	A0A9P8C819
UniRef50_A0A9P8LBQ1	194	Transglycosylase SLT domain-containing protein n=1 Tax=Trichoglossum hirsutum TaxID=265104 RepID=A0A9P8LBQ1_9PEZI	1	A0A9P8LBQ1
UniRef50_A0A9P8RRA5	72	Lysozyme n=1 Tax=Trichoglossum hirsutum TaxID=265104 RepID=A0A9P8RRA5_9PEZI	1	A0A9P8RRA5
UniRef50_A0A9P8TTH1	203	Transglycosylase SLT domain-containing protein n=1 Tax=Trichoderma cornu-damae TaxID=654480 RepID=A0A9P8TTH1_9HYPO	1	A0A9P8TTH1
UniRef50_A0A9P9DFX9	172	Transglycosylase SLT domain-containing protein (Fragment) n=1 Tax=Dendryphion nanum TaxID=256645 RepID=A0A9P9DFX9_9PLEO	1	A0A9P9DFX9
UniRef50_A0A9P9DTJ3	390	Uncharacterized protein n=4 Tax=Nectriaceae TaxID=110618 RepID=A0A9P9DTJ3_9HYPO	2	A0A9P9DTJ3,A0A9P8VVW5
UniRef50_A0A9Q0EVU1	827	Fibronectin type-III domain-containing protein n=1 Tax=Muraenolepis orangiensis TaxID=630683 RepID=A0A9Q0EVU1_9TELE	1	A0A9Q0EVU1
UniRef50_A0A9Q0F4E1	246	Chitin-binding type-1 domain-containing protein n=3 Tax=Malpighiales TaxID=3646 RepID=A0A9Q0F4E1_9ROSI	2	A0A9Q0F4E1,A0A6A6LPB7
UniRef50_A0A9Q0GVC3	117	Glycoside hydrolase family 19 catalytic domain-containing protein n=1 Tax=Protea cynaroides TaxID=273540 RepID=A0A9Q0GVC3_9MAGN	1	A0A9Q0GVC3
UniRef50_A0A9Q0GXW1	256	Chitin-binding type-1 domain-containing protein n=2 Tax=Protea cynaroides TaxID=273540 RepID=A0A9Q0GXW1_9MAGN	2	A0A9Q0GXW1,A0A9Q0JXJ3
UniRef50_A0A9Q0GYZ5	207	Glycoside hydrolase family 19 catalytic domain-containing protein n=1 Tax=Protea cynaroides TaxID=273540 RepID=A0A9Q0GYZ5_9MAGN	1	A0A9Q0GYZ5
UniRef50_A0A9Q0H006	181	chitinase n=1 Tax=Protea cynaroides TaxID=273540 RepID=A0A9Q0H006_9MAGN	1	A0A9Q0H006
UniRef50_A0A9Q0HCK3	642	Chitinase n=1 Tax=Protea cynaroides TaxID=273540 RepID=A0A9Q0HCK3_9MAGN	1	A0A9Q0HCK3
UniRef50_A0A9Q0JZE5	187	chitinase n=1 Tax=Protea cynaroides TaxID=273540 RepID=A0A9Q0JZE5_9MAGN	1	A0A9Q0JZE5
UniRef50_A0A9Q0K7H0	376	Glycosyl transferase family 51 domain-containing protein n=4 Tax=Proteaceae TaxID=4328 RepID=A0A9Q0K7H0_9MAGN	1	A0A9Q0K7H0
UniRef50_A0A9Q0LNS8	134	Lysozyme n=1 Tax=Anaeramoeba ignava TaxID=1746090 RepID=A0A9Q0LNS8_ANAIG	1	A0A9Q0LNS8
UniRef50_A0A9Q0M0U3	164	Lysozyme n=12 Tax=Opisthokonta TaxID=33154 RepID=A0A9Q0M0U3_BLOTA	9	A0A922HW02,A0A7R9KJX5,A0A9Q0M0U3,A0A7R9KHN4,A0A6P6XNS9,A0ABQ8J7R1,A0A2I1GAE4,A0A2N1MZB5,A0A397TNV2
UniRef50_A0A9Q0MCP0	216	Glycoside hydrolase family 19 catalytic domain-containing protein n=5 Tax=Arthropoda TaxID=6656 RepID=A0A9Q0MCP0_BLOTA	3	A0A443Q798,A0A9Q0MCP0,A0A443R9G3
UniRef50_A0A9Q0MHF7	700	lysozyme n=1 Tax=Blomia tropicalis TaxID=40697 RepID=A0A9Q0MHF7_BLOTA	1	A0A9Q0MHF7
UniRef50_A0A9Q0MTE3	295	Endochitinase n=5 Tax=Hexapoda TaxID=6960 RepID=A0A9Q0MTE3_9DIPT	2	A0A385GLI2,A0A9Q0MTE3
UniRef50_A0A9Q0MTN3	255	Endolysin n=5 Tax=Hexapoda TaxID=6960 RepID=A0A9Q0MTN3_9DIPT	3	A0A9Q0MTN3,A0ABP1QWX5,A0A226ESI2
UniRef50_A0A9Q0MU67	374	Acidic endochitinase SP2 (Fragment) n=2 Tax=Pseudolycoriella hygida TaxID=35572 RepID=A0A9Q0MU67_9DIPT	2	A0A9Q0NFQ7,A0A9Q0MU67
UniRef50_A0A9Q0MVW9	92	Uncharacterized protein (Fragment) n=1 Tax=Pseudolycoriella hygida TaxID=35572 RepID=A0A9Q0MVW9_9DIPT	1	A0A9Q0MVW9
UniRef50_A0A9Q0MZK3	219	Endochitinase n=3 Tax=Hexapoda TaxID=6960 RepID=A0A9Q0MZK3_9DIPT	2	A0A9Q0MZK3,A0ABP1RII4
UniRef50_A0A9Q0MZK9	1037	lysozyme n=1 Tax=Pseudolycoriella hygida TaxID=35572 RepID=A0A9Q0MZK9_9DIPT	1	A0A9Q0MZK9
UniRef50_A0A9Q0N0Y6	174	lysozyme n=2 Tax=Sciaridae TaxID=7184 RepID=A0A9Q0N0Y6_9DIPT	1	A0A9Q0N0Y6
UniRef50_A0A9Q0N7D4	1348	Penicillin-binding protein 1A n=1 Tax=Pseudolycoriella hygida TaxID=35572 RepID=A0A9Q0N7D4_9DIPT	1	A0A9Q0N7D4
UniRef50_A0A9Q0N806	509	39S ribosomal protein L33, mitochondrial (Fragment) n=1 Tax=Pseudolycoriella hygida TaxID=35572 RepID=A0A9Q0N806_9DIPT	1	A0A9Q0N806
UniRef50_A0A9Q0N982	258	Endolysin (Fragment) n=1 Tax=Pseudolycoriella hygida TaxID=35572 RepID=A0A9Q0N982_9DIPT	1	A0A9Q0N982
UniRef50_A0A9Q0P268	243	CHITINASE-RELATED n=6 Tax=rosids TaxID=71275 RepID=A0A9Q0P268_SALPP	6	A0A9Q0Z6S7,A0A9Q0P268,A0AAN9SAK9,A0A2K3L0M7,A0A7J7CH81,A0ABQ8BKR4
UniRef50_A0A9Q0PKB1	150	Glycoside hydrolase family 19 catalytic domain-containing protein n=4 Tax=fabids TaxID=91835 RepID=A0A9Q0PKB1_SALVM	4	A0A5N5LRU4,A0A9Q0PKB1,A0A2N9J9P0,A0AAQ3S8Y9
UniRef50_A0A9Q0RN57	939	Uncharacterized protein n=1 Tax=Blomia tropicalis TaxID=40697 RepID=A0A9Q0RN57_BLOTA	1	A0A9Q0RN57
UniRef50_A0A9Q0S1A0	257	Endochitinase n=1 Tax=Pseudolycoriella hygida TaxID=35572 RepID=A0A9Q0S1A0_9DIPT	1	A0A9Q0S1A0
UniRef50_A0A9Q0S3A6	144	lysozyme n=2 Tax=Sciaridae TaxID=7184 RepID=A0A9Q0S3A6_9DIPT	1	A0A9Q0S3A6
UniRef50_A0A9Q0S840	666	Acidic endochitinase SP2 n=1 Tax=Pseudolycoriella hygida TaxID=35572 RepID=A0A9Q0S840_9DIPT	1	A0A9Q0S840
UniRef50_A0A9Q0SGL4	204	CHITINASE (CLASS IB) / HEVEIN n=1 Tax=Salix koriyanagi TaxID=2511006 RepID=A0A9Q0SGL4_9ROSI	1	A0A9Q0SGL4
UniRef50_A0A9Q0UIJ4	753	Receptor-like serine/threonine-protein kinase n=16 Tax=Pentapetalae TaxID=1437201 RepID=A0A9Q0UIJ4_SALVM	2	A0A5D2G3U8,A0A1R3KK76
UniRef50_A0A9Q0UN65	513	RIBONUCLEASE n=1 Tax=Salix koriyanagi TaxID=2511006 RepID=A0A9Q0UN65_9ROSI	1	A0A9Q0UN65
UniRef50_A0A9Q0UNL8	271	chitinase n=1 Tax=Salix koriyanagi TaxID=2511006 RepID=A0A9Q0UNL8_9ROSI	1	A0A9Q0UNL8
UniRef50_A0A9Q0V3H1	142	chitinase n=1 Tax=Salix purpurea TaxID=77065 RepID=A0A9Q0V3H1_SALPP	1	A0A9Q0V3H1
UniRef50_A0A9Q0VC54	259	chitinase n=2 Tax=Salix TaxID=40685 RepID=A0A9Q0VC54_SALPP	2	A0A9Q0VC54,A0A5N5J497
UniRef50_A0A9Q0W0C2	167	chitinase n=4 Tax=rosids TaxID=71275 RepID=A0A9Q0W0C2_9ROSI	4	A0A397Y0C1,A0A9Q0W0C2,B9T8E8,A0A2P6QUA0
UniRef50_A0A9Q0WCD0	104	ENDOCHITINASE EP3-LIKE n=3 Tax=rosids TaxID=71275 RepID=A0A9Q0WCD0_SALPP	3	A0A9Q0WCD0,A0AA39DXJ5,A0A438DFS1
UniRef50_A0A9Q0WDU6	127	CHITINASE-RELATED n=1 Tax=Salix purpurea TaxID=77065 RepID=A0A9Q0WDU6_SALPP	1	A0A9Q0WDU6
UniRef50_A0A9Q0XKH1	170	lysozyme n=3 Tax=Iguania TaxID=8511 RepID=A0A9Q0XKH1_9SAUR	2	A0A9Q0XKH1,A0ABM5FPS2
UniRef50_A0A9Q0XKU1	747	lysozyme n=1 Tax=Phrynocephalus forsythii TaxID=171643 RepID=A0A9Q0XKU1_9SAUR	1	A0A9Q0XKU1
UniRef50_A0A9Q0XLC0	315	lysozyme n=1 Tax=Phrynocephalus forsythii TaxID=171643 RepID=A0A9Q0XLC0_9SAUR	1	A0A9Q0XLC0
UniRef50_A0A9Q0XMC1	529	Glycosyl hydrolases family 22 (GH22) domain-containing protein (Fragment) n=1 Tax=Phrynocephalus forsythii TaxID=171643 RepID=A0A9Q0XMC1_9SAUR	1	A0A9Q0XMC1
UniRef50_A0A9Q0XMN6	172	Lysozyme n=10 Tax=Episquamata TaxID=1329912 RepID=A0A9Q0XMN6_9SAUR	3	A0A2D4LAZ6,A0A9Q0XMN6,A0ABQ7THM7
UniRef50_A0A9Q1AEQ6	244	Uncharacterized protein n=1 Tax=Salix koriyanagi TaxID=2511006 RepID=A0A9Q1AEQ6_9ROSI	1	A0A9Q1AEQ6
UniRef50_A0A9Q1BGG0	140	lysozyme n=11 Tax=Echinodermata TaxID=7586 RepID=A0A9Q1BGG0_HOLLE	2	A0A2G8KN03,A0A9Q1BGG0
UniRef50_A0A9Q1C2M3	165	lysozyme n=8 Tax=Echinodermata TaxID=7586 RepID=A0A9Q1C2M3_HOLLE	1	A0A9Q1C2M3
UniRef50_A0A9Q1EGW3	128	Lysozyme g n=3 Tax=Euteleostomi TaxID=117571 RepID=A0A9Q1EGW3_SYNKA	3	A0A9Q1EGW3,A0A8T1S9V3,B5AFK7
UniRef50_A0A9Q1H8U6	117	lysozyme n=1 Tax=Holothuria leucospilota TaxID=206669 RepID=A0A9Q1H8U6_HOLLE	1	A0A9Q1H8U6
UniRef50_A0A9Q1HTT6	139	lysozyme n=4 Tax=Conger conger TaxID=82655 RepID=A0A9Q1HTT6_CONCO	2	A0A9Q1HUA4,A0A9Q1HTT6
UniRef50_A0A9Q1IU93	188	Lysozyme g n=9 Tax=Gnathostomata TaxID=7776 RepID=A0A9Q1IU93_SYNKA	8	A0A6I8RVR7,A0A8C5B1R4,A0A8J1IQS9,A0A9Q1IU93,F7EE57,A0A8C5F835,A0A8C5FAH9,A0A8C4Z743
UniRef50_A0A9Q1IW63	102	Lysozyme g n=2 Tax=Teleostei TaxID=32443 RepID=A0A9Q1IW63_SYNKA	1	A0A9Q1IW63
UniRef50_A0A9Q1JPD2	198	chitinase n=2 Tax=Carnegiea gigantea TaxID=171969 RepID=A0A9Q1JPD2_9CARY	2	A0A9Q1JPD2,A0A9Q1JPE5
UniRef50_A0A9Q1LPV6	967	non-specific protein-tyrosine kinase n=1 Tax=Anisodus acutangulus TaxID=402998 RepID=A0A9Q1LPV6_9SOLA	1	A0A9Q1LPV6
UniRef50_A0A9Q1Q3Q0	352	Chitin-binding type-1 domain-containing protein n=1 Tax=Carnegiea gigantea TaxID=171969 RepID=A0A9Q1Q3Q0_9CARY	1	A0A9Q1Q3Q0
UniRef50_A0A9Q1QZ85	736	PB1 domain-containing protein n=1 Tax=Anisodus acutangulus TaxID=402998 RepID=A0A9Q1QZ85_9SOLA	1	A0A9Q1QZ85
UniRef50_A0A9Q1R135	840	chitinase n=1 Tax=Anisodus acutangulus TaxID=402998 RepID=A0A9Q1R135_9SOLA	1	A0A9Q1R135
UniRef50_A0A9Q2GX06	761	M23 family metallopeptidase n=11 Tax=Pseudomonadota TaxID=1224 RepID=A0A9Q2GX06_RALPI	1	A0A9Q2GX06
UniRef50_A0A9Q2HFB1	225	Resuscitation-promoting factor core lysozyme-like domain-containing protein n=7 Tax=Nosocomiicoccus TaxID=489909 RepID=A0A9Q2HFB1_9STAP	2	A0AAF1BRY9,A0A9Q2HFB1
UniRef50_A0A9Q2PI85	259	Glycoside hydrolase family 19 catalytic domain-containing protein n=16 Tax=Bacteria TaxID=2 RepID=A0A9Q2PI85_RHOHA	2	A0A9Q2PI85,A0ABW2S401
UniRef50_A0A9Q2RYQ2	175	Lysozyme n=2 Tax=Rhodobacterales TaxID=204455 RepID=A0A9Q2RYQ2_9RHOB	1	A0A9Q2RYQ2
UniRef50_A0A9Q2S3I0	341	Peptidoglycan binding-like domain-containing protein n=2 Tax=Marivita TaxID=659428 RepID=A0A9Q2S3I0_9RHOB	1	A0A9Q2S3I0
UniRef50_A0A9Q2S5Y5	266	Transglycosylase SLT domain-containing protein n=1 Tax=Marivita cryptomonadis TaxID=505252 RepID=A0A9Q2S5Y5_9RHOB	1	A0A9Q2S5Y5
UniRef50_A0A9Q3BBF2	413	Transglycosylase SLT domain-containing protein n=1 Tax=Austropuccinia psidii MF-1 TaxID=1389203 RepID=A0A9Q3BBF2_9BASI	1	A0A9Q3BBF2
UniRef50_A0A9Q3JQ18	273	Uncharacterized protein n=1 Tax=Austropuccinia psidii MF-1 TaxID=1389203 RepID=A0A9Q3JQ18_9BASI	1	A0A9Q3JQ18
UniRef50_A0A9Q3UJH2	338	Peptidoglycan hydrolase FlgJ n=110 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A9Q3UJH2_9GAMM	17	A0A7Y1ABI0,A0A7W5DH59,A0A9Q3UJH2,A0ABS8DR67,A0A1H0AXL8,A0A2S9EKX9,A0A4Z0AEB6,A0AAJ3FVF7,A0A0F4XSF0,A0A7Y7Z768,A0ABS7X1L3,A0A1H9TWF7,A0A1I3A5B1,A0A4V3GUJ7,A0A5C5QAW9,A0A9D2B4X5,A0ABM6QTX7
UniRef50_A0A9Q3UXA9	624	Chitinase n=4 Tax=Chryseobacterium TaxID=59732 RepID=A0A9Q3UXA9_9FLAO	1	A0A9Q3UXA9
UniRef50_A0A9Q3V0W3	1398	DUF4280 domain-containing protein n=3 Tax=Weeksellaceae TaxID=2762318 RepID=A0A9Q3V0W3_9FLAO	3	A0A9Q3V0W3,A0ABR8M9Q6,A0A8J8K626
UniRef50_A0A9Q3W8D5	776	peptidoglycan glycosyltransferase n=23 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A9Q3W8D5_9GAMM	7	A0ABS0AJN0,A0ABT2R1E5,A0A9Q3W8D5,L0WIC7,A0A4V6PWL2,A0ABQ6YBD4,K0CDR1
UniRef50_A0A9Q3WR60	232	Lytic transglycosylase domain-containing protein n=58 Tax=Rhodobacterales TaxID=204455 RepID=A0A9Q3WR60_9RHOB	20	A0A2I7KEF4,A0A843YBF8,A0A9Y2P8C7,A0AAN1LCA6,A0ABM6PIM7,A0AAC9ZCK2,A0ABS9P0P4,A0A844AQV7,A0ABN5GUL1,A0ABT2WKR4,A0ABX0W6C9,A0A0H5D6S2,A0A1L3I996,A0A5R8ZIH3,A0A6B2NTK6,A0A6L6WJP0,A0ABT3AFK9,A0A3T0N810,A0A9Q3WR60,A0ABY2X638
UniRef50_A0A9Q3YUI7	439	Glycoside hydrolase family 19 catalytic domain-containing protein n=2 Tax=Chryseobacterium TaxID=59732 RepID=A0A9Q3YUI7_9FLAO	1	A0A9Q3YUI7
UniRef50_A0A9Q4B275	719	PBP1A family penicillin-binding protein n=3 Tax=Salipaludibacillus agaradhaerens TaxID=76935 RepID=A0A9Q4B275_SALAG	1	A0A9Q4B275
UniRef50_A0A9Q4H4Z4	414	Lysozyme family protein n=7 Tax=Aerococcus TaxID=1375 RepID=A0A9Q4H4Z4_9LACT	3	A0A329PRL9,A0A9Q4H4Z4,A0A133XVU2
UniRef50_A0A9Q4QSF3	82	Lysozyme n=6 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A9Q4QSF3_XYLFS	1	A0A9Q4QSF3
UniRef50_A0A9Q4T137	168	Lysozyme n=43 Tax=Enterobacterales TaxID=91347 RepID=A0A9Q4T137_9ENTR	6	A0A2I5T5C0,A0A2I5T8K1,A0A3S4YIU2,A0A9Q4T137,A0ABX9ATX6,A0ABM9SFW3
UniRef50_A0A9Q4TJ22	108	Lysozyme n=8 Tax=Clostridium TaxID=1485 RepID=A0A9Q4TJ22_CLOBO	2	A0A9Q3V8T6,A0A9Q4TJ22
UniRef50_A0A9Q5HWS9	356	Lysozyme-like protein n=1 Tax=Sanghuangporus baumii TaxID=108892 RepID=A0A9Q5HWS9_SANBA	1	A0A9Q5HWS9
UniRef50_A0A9Q5Z942	174	Peptidoglycan domain protein n=2 Tax=Nostoc linckia TaxID=92942 RepID=A0A9Q5Z942_NOSLI	2	A0A9Q5Z942,A0ABX4KG65
UniRef50_A0A9Q6LJA2	647	Membrane-bound lytic murein transglycosylase D n=12 Tax=Piscirickettsia TaxID=1237 RepID=A0A9Q6LJA2_PISSA	3	A0ABX3A1K2,A0A9Q6LJA2,A0A1L6TBJ4
UniRef50_A0A9Q6LJX9	182	Transglycosylase SLT domain protein n=10 Tax=Piscirickettsia TaxID=1237 RepID=A0A9Q6LJX9_PISSA	3	A0A1L6TCC5,A0ABX3ACQ7,A0A9Q6LJX9
UniRef50_A0A9Q6LNI3	776	Penicillin-binding protein 1A n=8 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A9Q6LNI3_PISSA	2	A0A1L6TFD1,A0A9Q6LNI3
UniRef50_A0A9Q6LSV1	651	Soluble lytic murein transglycosylase n=5 Tax=Piscirickettsia salmonis TaxID=1238 RepID=A0A9Q6LSV1_PISSA	2	A0A9Q6LSV1,A0A1L6TBY1
UniRef50_A0A9Q6PWD4	779	Penicillin-binding protein 1B n=9 Tax=Piscirickettsia salmonis TaxID=1238 RepID=A0A9Q6PWD4_PISSA	2	A0A1L6TF00,A0A9Q6PWD4
UniRef50_A0A9Q6VIS0	94	Uncharacterized protein n=1 Tax=Pseudomonas fragi TaxID=296 RepID=A0A9Q6VIS0_PSEFR	1	A0A9Q6VIS0
UniRef50_A0A9Q6YCP2	226	Glycoside hydrolase family 19 protein n=98 Tax=Pseudomonas TaxID=286 RepID=A0A9Q6YCP2_PSEFR	25	A0A0J6GG48,A0A266M011,A0A6A7YEP6,A0A6L5HZ88,A0A9Q6YCP2,A0ABX4GKJ8,A0A266NAE7,A0A9Q5FS21,A0A1H4PYB4,A0A5E6YAS2,A0A6A7YYK3,A0AB39X351,A0ABT4WXL7,A0A0J6IZT7,A0A267CZX3,A0A8I1FUM3,A0AAX2HBA7,A0ABW7M5Q7,A0A0J6JGM9,A0A0Q0YVA3,A0A5C5Q179,A0A6G1WA85,A0ABS1ZEY3,A0ABY0VU11,A0ABZ2GZK5
UniRef50_A0A9Q6ZGV7	1720	DUF4280 domain-containing protein n=10 Tax=Myroides TaxID=76831 RepID=A0A9Q6ZGV7_MYROD	2	A0A378RSM9,A0A9Q6ZGV7
UniRef50_A0A9Q6ZJP7	1556	DUF4280 domain-containing protein n=6 Tax=Myroides odoratus TaxID=256 RepID=A0A9Q6ZJP7_MYROD	1	A0A9Q6ZJP7
UniRef50_A0A9Q7A5Y8	195	Lytic transglycosylase domain-containing protein n=18 Tax=Synergistales TaxID=649776 RepID=A0A9Q7A5Y8_9BACT	4	A0A9Q7A5Y8,E3CVS6,A0A4V3HHG2,A0A644VLH1
UniRef50_A0A9Q7ADE0	271	Transglycosylase SLT domain-containing protein n=2 Tax=Synergistales TaxID=649776 RepID=A0A9Q7ADE0_9BACT	1	A0A9Q7ADE0
UniRef50_A0A9Q7AEE3	324	Lytic transglycosylase domain-containing protein n=1 Tax=Aminithiophilus ramosus TaxID=3029084 RepID=A0A9Q7AEE3_9BACT	1	A0A9Q7AEE3
UniRef50_A0A9Q7AIG9	201	Transglycosylase SLT domain-containing protein n=2 Tax=Synergistales TaxID=649776 RepID=A0A9Q7AIG9_9BACT	1	A0A9Q7AIG9
UniRef50_A0A9Q7ALT2	137	Transglycosylase SLT domain-containing protein n=2 Tax=Synergistales TaxID=649776 RepID=A0A9Q7ALT2_9BACT	1	A0A9Q7ALT2
UniRef50_A0A9Q7ASL8	198	Peptidoglycan binding protein n=7 Tax=Bacteria TaxID=2 RepID=A0A9Q7ASL8_9BACT	3	D2Z3Q4,A0A9Q7ASL8,D2Z5A2
UniRef50_A0A9Q7EVC0	719	peptidoglycan glycosyltransferase n=7 Tax=Synergistales TaxID=649776 RepID=A0A9Q7EVC0_9BACT	5	A0A1X7IIM9,D2Z6U8,A0A9Q7EVC0,A0ABS9EPM5,A0ABS9EZC4
UniRef50_A0A9Q7SEI5	1674	Bacteriophage-like membrane protein n=6 Tax=Mycobacteroides TaxID=670516 RepID=A0A9Q7SEI5_9MYCO	1	A0A9Q7SEI5
UniRef50_A0A9Q7SGN5	481	Chitinase n=139 Tax=Mycobacteriaceae TaxID=1762 RepID=A0A9Q7SGN5_9MYCO	4	A0A1Z4ER67,A0A9Q7SGN5,A0ABD7HFQ9,A0A829PKP7
UniRef50_A0A9Q7ZL22	601	Membrane-bound lytic murein transglycosylase E n=780 RepID=A0A9Q7ZL22_9ENTR	15	A0A482PGJ9,A0A806X891,A0A839CVP4,A0A3N2S8S5,A0A8S5NV90,A0AAQ0BLA3,A0A076LRE1,A0A2T2XUP6,D2TUR0,A0A9Q7ZL22,A0A9X4GK91,A0AAW7ZTQ4,A0A1B7JZG4,A0ABR6S137,A0ABY8S9C0
UniRef50_A0A9Q7ZLZ1	218	peptidoglycan lytic exotransglycosylase n=38 Tax=Citrobacter TaxID=544 RepID=A0A9Q7ZLZ1_9ENTR	4	A0AAP5XTZ9,A0A6N6K2W7,A0A9Q7ZLZ1,A0ABX8KDH7
